Ancient pop	Sex	Age	Country	Lat	Long	A	B	C	D	E	F	G	H	I	J	K	L	M	N	P	R	T	U	V	W	X	Z	total
Pakistan Loebanr IA son.I6292.son.I10000	M	2758	Pakistan	34.751461	72.401936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Pakistan SaiduSharif H	M	2250	Pakistan	34.757006	72.362381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2
Pakistan Udegram Medieval Ghaznavid father.or.son.I2959	M	825	Pakistan	34.743194	72.314217	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Panama IsthmoColombian oEuropean lc.SG	M	990	Panama	9.01	-79.48999999999998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru Antaura Tiwanaku	F	388	Peru	-15.6852	-72.62179999999998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru Cuncaicha 3300BP contam	M	3281	Peru	-15.38936111	-72.60822222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru ElBrujo EIP 1300BP	M	1095	Peru	-7.914977999999999	-79.305486	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru LimaCoast MH 1000BP	F	1250	Peru	-12.111111	-77.033889	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru MH LIP Lambayeque	F	925	Peru	-7.914977999999999	-79.305486	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru Palpa LIP 550BP	F	550	Peru	-14.516709	-75.16896199999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Peru Palpa MH 950BP	M	935	Peru	-14.9441	-75.426	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru SanSebastian LIP 600BP	M	605	Peru	-13.235278	-72.425556	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Peru Ullujaya MH 950BP	F	950	Peru	-13.9049	-75.6607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Philippines RedSlippedPottery.WGC	F	1783	Philippines	18.19	121.6244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Poland BKG o1.SG	F	6049	Poland	52.61	18.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Poland BellBeaker son.I6581 brother.I6582 lc	M	4284	Poland	50.09	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Poland CordedWare.SG	F	4663	Poland	52.3	17.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Poland EBA	F	4155	Poland	51.04	17.07	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Poland EBA Unetice.SG	F	3782	Poland	50.949	17.012500000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Poland GlobularAmphora	M	5132	Poland	52.85	17.883333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Poland Southeast CordedWare.SG	F	4460	Poland	49.957222	22.660278	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Poland Southeast CordedWare.SG	M	4296	Poland	50.250277499999996	23.1166665	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Poland Viking.SG	M	1059	Poland	52.08	21.02	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Poland Viking father.or.son.VK156.SG	M	950	Poland	52.7	18.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Portugal C	M	4958	Portugal	39.4286975	-9.1735945	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2
Portugal EBA lc	F	3900	Portugal	39.6686	-8.1303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Portugal Geometric Mesolithic	F	8067	Portugal	39.246374	-8.647467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Portugal LN C.SG	M	5450	Portugal	39.916667	-8.433332999999998	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Portugal MN.SG	F	5950	Portugal	39.414	-8.822	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PuertoRico Monserrate Ceramic	M	1000	Puerto Rico	18.38	-65.73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PuertoRico PasodelIndio Ceramic	M	862	Puerto Rico	18.431	-66.382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PuertoRico PuntaCandelero Ceramic	F	1367	Puerto Rico	18.094	-65.789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Romania BA Arman	F	3950	Romania	45.22509	26.68277	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Romania C Bodrogkeresztur	F	5950	Romania	47.7467	22.395	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Romania C Bodrogkeresztur	M	5950	Romania	47.7467	22.395	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Romania EN	F	7371	Romania	44.266667	23.9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Romania EN	M	7614	Romania	45.466	27.01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Romania IronGates Mesolithic	M	8704	Romania	44.517	22.722	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Romania MLBA	F	3508	Romania	46.189619	27.669532	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Romania Medieval	M	943	Romania	44.902844	26.01317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Afanasievo	F	4650	Russia	50.0723555	83.48665650000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Russia Afanasievo	M	4953	Russia	50.755135	85.55786333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3
Russia Afanasievo.SG	F	5052	Russia	51.498	85.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Afanasievo.SG	M	4707	Russia	48.832683	83.909744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Afanasievo son.I10565	M	4625	Russia	54.35661	90.919186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia AginBuryat N.SG	M	6061	Russia	50.8158	114.8367	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Alan o.SG	M	1300	Russia	42.826264	44.115811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Russia AngaraRiver BA.SG	M	4251	Russia	52.9943	103.4209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia AngaraRiver Medieval.SG	M	613	Russia	57.4743	102.8364	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia BA Okunevo.SG	M	4130	Russia	53.7641265	90.85733350000001	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Russia Boisman MN	M	6821	Russia	42.789444	131.276111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Boisman MN contam	M	6714	Russia	42.789444	131.276111	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Caucasus EBA Yamnaya	F	5105	Russia	45.537249	41.116544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Caucasus KuraAraxes	M	4850	Russia	42.179802	48.066089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Caucasus KuraAraxes o2 1d.rel.VEK007 1d.rel.VEK008	F	4850	Russia	42.179802	48.066089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Caucasus LBA Dolmen	M	3275	Russia	44.583333	38.166667	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Caucasus LateMaikop	M	5187	Russia	43.905354	43.521883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Caucasus Maikop Novosvobodnaya	M	5385	Russia	44.385019	40.394588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Russia Caucasus Medieval	F	857	Russia	44.96667	37.50444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia DevilsCave N.SG	F	7650	Russia	44.5	135.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia EBA o1.SG	M	4598	Russia	48.716	44.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Russia EHG	F	7200	Russia	62.046	35.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Russia EIA Sargatka IA	M	2205	Russia	54.99	73.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Russia Ekven IA.SG	M	1835	Russia	66.0	-170.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Russia Ekven OldBeringSea	M	860	Russia	66.161126	-169.822297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Ekven OldBeringSea dup.I7349.SG	F	1140	Russia	66.161126	-169.822297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia IA 3.SG	M	2451	Russia	50.213	85.725	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Russia IA Ingria.SG	F	1813	Russia	59.4638	28.778	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Ivanovo Fatyanovo BA.SG	F	4502	Russia	57.134474	39.975714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Russia Ivanovo Fatyanovo BA lc.SG	F	4300	Russia	57.134474	39.975714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Kalmykia EBA Yamnaya.SG	F	4705	Russia	46.58	43.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Kalmykia EBA Yamnaya.SG	M	4850	Russia	46.539	43.699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Karasuk o1.SG	F	3100	Russia	52.954	90.187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Khvalynsk Eneolithic	M	6788	Russia	52.353369	48.078367	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia KuengaRiver N 1.SG	F	7334	Russia	52.2308	116.9933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Kurma EBA.SG	F	4713	Russia	53.179167	106.962778	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia LateMaikop	F	5126	Russia	45.05	39.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia LenaRiver LUP.SG	F	16736	Russia	59.95	117.4667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Russia LenaRiver MiddleN.SG	M	6232	Russia	60.4583	131.0917	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Lokomotiv Eneolithic.SG	F	7577	Russia	52.286944	104.249167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia MBA Poltavka	M	4678	Russia	53.58975	50.571292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia MLBA Krasnoyarsk	F	3534	Russia	54.508297	86.95881650000001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Russia MLBA Krasnoyarsk	M	3600	Russia	55.1924	89.3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia MLBA Sintashta	M	3805	Russia	52.816667	60.466667	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Russia MLBA Sintashta.SG	F	3815	Russia	52.637	59.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia MLBA Sintashta 1d.rel.I1055	F	3825	Russia	52.816667	60.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia MLBA Sintashta o1	M	3825	Russia	52.816667	60.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Magadan BA dup.I11278.SG	F	3050	Russia	59.6	151.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Mezhovskaya.SG	M	3000	Russia	53.043	57.066	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia North Caucasus	F	4764	Russia	45.537249	41.116544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Russia SaltovoMayaki.SG	M	1150	Russia	50.476192	36.982805	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Samara EBA Yamnaya	F	4942	Russia	53.64	50.655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Russia Samara EBA Yamnaya	M	5074	Russia	53.64	50.655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Sarmatian.SG	M	2300	Russia	47.28429	39.533315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Shamanka Eneolithic.SG	F	7840	Russia	51.698333	103.703056	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Shamanka Eneolithic.SG	M	7299	Russia	51.698333	103.703056	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Siberia Lena EBA	F	3686	Russia	53.044528	105.510583	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Russia Siberia Lena EBA o	M	4034	Russia	53.044528	105.510583	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Srubnaya	F	3675	Russia	53.08	50.36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Srubnaya Alakul.SG	M	3678	Russia	54.07	55.544	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Russia Srubnaya Scythian Sarmatian possible	M	3475	Russia	48.1	54.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Srubnaya o1	F	3791	Russia	53.03	50.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Sunghir2.SG	M	34629	Russia	56.176111	40.5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia Tagar.SG	F	2850	Russia	54.675833	90.853611	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Russia Tver Fatyanovo BA.SG	F	4306	Russia	57.740089	36.633002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Uelen OldBeringSea	F	1695	Russia	66.161126	-169.822297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Ural EarlySarmatian	F	2250	Russia	51.990758	53.870167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Russia UstBelaya Angara	F	4630	Russia	52.916944	103.657222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia UstIda LN.SG	F	5617	Russia	53.188889	103.368056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Russia UstIda LN.SG	M	5595	Russia	53.188889	103.368056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Russia Viking.SG	F	900	Russia	60.0	32.3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Russia Viking.SG	M	900	Russia	60.0	32.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
Russia Vologda Veretye Mesolithic.SG	F	8321	Russia	60.467835	38.900615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Yaroslavl Fatyanovo BA.SG	M	4441	Russia	57.327447	39.552524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Yaroslavl Fatyanovo BA dup.I1490.SG	F	4552	Russia	57.529264	39.669941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Russia Yaroslavl Fatyanovo BA dup.I7356 lc.SG	M	4608	Russia	57.529264	39.669941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Scotland C EBA	M	3978	United Kingdom	55.99	-2.537	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Scotland C EBA highEEF	F	3936	United Kingdom	55.947339	-2.47072	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Scotland LBA	F	2844	United Kingdom	57.72	-3.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Scotland LBA	M	2810	United Kingdom	57.72	-3.388	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Scotland MBA	M	3268	United Kingdom	57.105	-4.9155	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Scotland N	F	5154	United Kingdom	59.045	-2.8945	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
Scotland N	M	5304	United Kingdom	58.24654433333333	-3.8666853333333333	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3
Scotland N.SG	F	5350	United Kingdom	57.160940999999994	-4.7330025000000004	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Scotland N lowEEF	M	5517	United Kingdom	56.403333	-5.478056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Scotland Orkney IA.SG	M	1826	United Kingdom	59.15966	-2.880505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Scotland Orkney MBA.SG	F	3432	United Kingdom	59.32701	-3.00572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Scotland Orkney MBA.SG	M	3425	United Kingdom	59.32701	-3.00572	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Serbia BA Maros	F	3900	Serbia	45.888056	20.166667	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Serbia C BA Tiszapolgar Bodrogkerestur	M	6125	Serbia	46.01802	20.271363	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Serbia GradStarcevo Starcevo EN.SG	F	7538	Serbia	44.8174	20.5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Serbia IronGates MBA	M	4306	Serbia	44.595879	22.010568	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Serbia IronGates Mesolithic	F	10204	Serbia	44.575146	22.023818666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
Serbia IronGates Mesolithic	M	10805	Serbia	44.595879	22.010568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Serbia LepenskiVir EMN.SG	M	8093	Serbia	44.5562	22.0267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slovakia IA Vekerzug	F	2525	Slovakia	47.808164	18.218719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Slovakia IA Vekerzug	M	2525	Slovakia	47.808164	18.218719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Slovakia LIA LaTene	M	2046	Slovakia	48.142329	17.099893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Slovenia EIA	M	2540	Slovenia	45.914224	15.4691	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Slovenia MIA oSouth	M	2272	Slovenia	45.847908	15.690421	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
South Africa 2200BP.SG	M	2245	South Africa	-32.76027778	18.029722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Spain Almoloya Argar Early	F	3775	Spain	37.952759	-1.508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain Almoloya Argar Early	M	3803	Spain	37.952759	-1.508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain Almoloya Argar Late	M	3825	Spain	37.952759	-1.508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain Almoloya Argar son.ALM015.ALM016	M	3765	Spain	37.952759	-1.508	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spain C	F	4631	Spain	39.821634800000005	-3.1476106	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	5
Spain C	M	4546	Spain	40.35320825	-3.252625	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1	0	1	0	8
Spain C.SG	M	4849	Spain	42.3525	-3.518333333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain C lc	F	4126	Spain	39.708349999999996	-1.830685	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Spain C lc	M	4200	Spain	40.22	-3.76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spain C oSteppe	M	4121	Spain	42.419214	-3.484745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Spain Carolingian	F	1153	Spain	41.981377	2.309824	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain EBA	F	3550	Spain	41.2916	1.0638	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain EBA	M	3603	Spain	39.67645	-0.9272	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
Spain EBA lc	F	3650	Spain	41.5373	2.1329	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain EN	F	7143	Spain	42.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spain Greek oLocal	M	2375	Spain	42.1333	3.1083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain Hellenistic oAegean	M	2226	Spain	42.1333	3.1083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain IA	F	2429	Spain	41.3324	1.5943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain IA Celt	M	2222	Spain	42.565	-2.58635	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain IA Celt o	F	2300	Spain	42.565	-2.58635	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain IA lc	F	2443	Spain	41.5373	2.1329	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain IA o	M	2223	Spain	42.006615	3.078667	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain Islamic	F	750	Spain	39.4697	-0.3774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Spain Islamic	M	750	Spain	39.624233333333336	-0.3182666666666667	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Spain LBA	M	3100	Spain	43.38	-4.57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain LIA	M	2043	Spain	42.7939	-4.19278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Spain LaHorna BA 1d.LHO001	M	3500	Spain	38.344015	-0.77	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spain MBA	M	3275	Spain	42.57	-2.62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain MBA Formentera noUDG	F	3748	Spain	38.686574	1.421209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spain MLN	F	5500	Spain	39.7658	-4.2127	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Spain MLN	M	5050	Spain	43.085823	-2.251197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spain Menorca LBA new	M	2809	Spain	39.999	3.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Spain NazariPeriod Muslim	F	400	Spain	36.950833	-3.547222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Spain Roman oMixed	F	1947	Spain	42.1333	3.1083	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
